chunk_id,source,text,word_count
FATF_40_Recommendations_0010,FATF_40_Recommendations,"how best to implement the FATF Standards. A list of current FATF Guidance and Best Practice Papers, which are available on the FATF website, is included as an annex to the Recommendations. THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 2012-2025 9 The FATF is committed to maintaining a close and constructive dialogue with the private sector, civil society and other interested parties, as important partners in ensuring the integrity of the financial system. The revision of the Recommendations has involved extensive consultation, and has benefited from comments and suggestions from these stakeholders. Going forward and in accordance with its mandate, the FATF will continue to consider changes to the standards, as appropriate, in light of new information regarding emerging threats and vulnerabilities to the global financial system. The FATF calls upon all countries to implement effective measures to bring their national systems for combating money laundering, terrorist financing and the financing of proliferation into compliance with the revised FATF Recommendations. THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 10 2012-2025 THE FATF RECOMMENDATIONS A. AML/CFT POLICIES AND COORDINATION 1. Assessing risks and applying",200
FATF_40_Recommendations_0011,FATF_40_Recommendations,"FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 10 2012-2025 THE FATF RECOMMENDATIONS A. AML/CFT POLICIES AND COORDINATION 1. Assessing risks and applying a risk-based approach * Countries should identify, assess, and understand the money laundering and terrorist financing risks for the country, and should take action, including designating an authority or mechanism to coordinate actions to assess risks, and apply resources, aimed at ensuring the risks are mitigated effectively. Based on that assessment, countries should apply a risk-based approach (RBA) to ensure that measures to prevent or mitigate money laundering and terrorist financing are proportionate to the risks identified. This approach should be an essential foundation to efficient allocation of resources across the anti-money laundering and countering the financing of terrorism (AML/CFT) regime and the implementation of risk-based measures throughout the FATF Recommendations. Where countries identify higher risks, they should ensure that their AML/CFT regime adequately addresses such risks. Where countries identify lower risks, they should allow and encourage simplified measures as appropriate. Countries should also identify, assess, and understand the proliferation financing risks for the country. In the context of Recommendation 1, proliferation financing risk refers strictly and only to the",200
FATF_40_Recommendations_0012,FATF_40_Recommendations,"appropriate. Countries should also identify, assess, and understand the proliferation financing risks for the country. In the context of Recommendation 1, proliferation financing risk refers strictly and only to the potential breach, non-implementation or evasion of the targeted financial sanctions obligations referred to in Recommendation 7. Countries should take proportionate action aimed at ensuring that these risks are mitigated effectively, including designating an authority or mechanism to coordinate actions to assess risks, and allocate resources efficiently for this purpose. Where countries identify higher risks, they should ensure that they adequately address such risks. Where countries identify lower risks, they should ensure that the measures applied are proportionate to the level of proliferation financing risk, while still ensuring full implementation of the targeted financial sanctions as required in Recommendation 7. Countries should require financial institutions and designated non-financial businesses and professions (DNFBPs) to identify, assess and take effective and risk-based action to mitigate their money laundering, terrorist financing and proliferation financing risks. 2. National cooperation and coordination Countries should have national AML/CFT/CPF policies, informed by the risks1 identified, which should be regularly reviewed, and should designate an authority or have a coordination or other mechanism that is responsible for such policies.",200
FATF_40_Recommendations_0013,FATF_40_Recommendations,"AML/CFT/CPF policies, informed by the risks1 identified, which should be regularly reviewed, and should designate an authority or have a coordination or other mechanism that is responsible for such policies. Countries should ensure that policy-makers, the financial intelligence unit (FIU), law enforcement authorities, supervisors and other relevant competent authorities, at the policymaking and operational levels, have effective mechanisms in place which enable them to cooperate, and, where appropriate, coordinate and exchange information domestically with 1 Proliferation financing risk refers strictly and only to the potential breach, non-implementation or evasion of the targeted financial sanctions obligations referred to in Recommendation 7. THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 2012-2025 11 each other concerning the development and implementation of policies and activities to combat money laundering, terrorist financing and the financing of proliferation of weapons of mass destruction. This should include cooperation and coordination between relevant authorities to ensure the compatibility of AML/CFT/CPF requirements with Data Protection and Privacy rules and other similar provisions (e.g. data security/localisation). THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 12 2012-2025 B. MONEY LAUNDERING AND CONFISCATION 3. Money laundering",200
FATF_40_Recommendations_0014,FATF_40_Recommendations,"provisions (e.g. data security/localisation). THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 12 2012-2025 B. MONEY LAUNDERING AND CONFISCATION 3. Money laundering offence * Countries should criminalise money laundering on the basis of the Vienna Convention and the Palermo Convention. Countries should apply the crime of money laundering to all serious offences, with a view to including the widest range of predicate offences. 4. Confiscation and provisional measures * Countries should ensure that they have policies and operational frameworks that prioritise asset recovery in both the domestic and international context. Taking into account the Vienna Convention, the Palermo Convention, the United Nations Convention against Corruption, and the Terrorist Financing Convention, countries should have measures, including legislative measures, to enable their competent authorities to: a) identify, trace and evaluate criminal property and property of corresponding value; b) suspend or withhold consent to a transaction; c) take any appropriate investigative measures; d) expeditiously carry out provisional measures, such as freezing and seizing, to prevent any dealing, transfer or disposal of criminal property and property of corresponding value; e) confiscate criminal property and property of corresponding value through conviction- based confiscation; f) confiscate criminal property",200
FATF_40_Recommendations_0015,FATF_40_Recommendations,"any dealing, transfer or disposal of criminal property and property of corresponding value; e) confiscate criminal property and property of corresponding value through conviction- based confiscation; f) confiscate criminal property through non-conviction based confiscation; g) enforce a resulting confiscation order; and h) ensure effective management of property that is frozen, seized or confiscated. THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 2012-2025 13 C. TERRORIST FINANCING AND FINANCING OF PROLIFERATION 5. Terrorist financing offence * Countries should criminalise terrorist financing on the basis of the Terrorist Financing Convention, and should criminalise not only the financing of terrorist acts but also the financing of terrorist organisations and individual terrorists even in the absence of a link to a specific terrorist act or acts. Countries should ensure that such offences are designated as money laundering predicate offences. 6. Targeted financial sanctions related to terrorism and terrorist financing * Countries should implement targeted financial sanctions regimes to comply with United Nations Security Council resolutions relating to the prevention and suppression of terrorism and terrorist financing. The resolutions require countries to freeze without delay the funds or other assets of, and to ensure that no funds",200
FATF_40_Recommendations_0016,FATF_40_Recommendations,"to the prevention and suppression of terrorism and terrorist financing. The resolutions require countries to freeze without delay the funds or other assets of, and to ensure that no funds or other assets are made available, directly or indirectly, to or for the benefit of, any person or entity either (i) designated by, or under the authority of, the United Nations Security Council under Chapter VII of the Charter of the United Nations, including in accordance with resolution 1267 (1999) and its successor resolutions; or (ii) designated by that country pursuant to resolution 1373 (2001). 7. Targeted financial sanctions related to proliferation * Countries should implement targeted financial sanctions to comply with United Nations Security Council resolutions relating to the prevention, suppression and disruption of proliferation of weapons of mass destruction and its financing. These resolutions require countries to freeze without delay the funds or other assets of, and to ensure that no funds and other assets are made available, directly or indirectly, to or for the benefit of, any person or entity designated by, or under the authority of, the United Nations Security Council under Chapter VII of the Charter of the United Nations. 8. Non-profit organisations * Countries",200
FATF_40_Recommendations_0017,FATF_40_Recommendations,"person or entity designated by, or under the authority of, the United Nations Security Council under Chapter VII of the Charter of the United Nations. 8. Non-profit organisations * Countries should identify the organisations which fall within the FATF definition of non-profit organisations (NPOs) and assess their terrorist financing risks. Countries should have in place focused, proportionate and risk-based measures, without unduly disrupting or discouraging legitimate NPO activities, in line with the risk-based approach. The purpose of these measures is to protect such NPOs from terrorist financing abuse, including: (a) by terrorist organisations posing as legitimate entities; (b) by exploiting legitimate entities as conduits for terrorist financing, including for the purpose of escaping asset-freezing measures; and (c) by concealing or obscuring the clandestine diversion of funds intended for legitimate purposes to terrorist organisations. THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 14 2012-2025 D. PREVENTIVE MEASURES 9. Financial institution secrecy laws Countries should ensure that financial institution secrecy laws do not inhibit implementation of the FATF Recommendations. CUSTOMER DUE DILIGENCE AND RECORD-KEEPING 10. Customer due diligence * Financial institutions should be prohibited from keeping anonymous accounts or accounts in obviously fictitious names.",200
FATF_40_Recommendations_0018,FATF_40_Recommendations,"implementation of the FATF Recommendations. CUSTOMER DUE DILIGENCE AND RECORD-KEEPING 10. Customer due diligence * Financial institutions should be prohibited from keeping anonymous accounts or accounts in obviously fictitious names. Financial institutions should be required to undertake customer due diligence (CDD) measures when: (i) establishing business relations; (ii) carrying out occasional transactions: (i) above the applicable designated threshold (USD/EUR 15,000); or (ii) that are payments or value transfers in the circumstances covered by the Interpretive Note to Recommendation 16; (iii) there is a suspicion of money laundering or terrorist financing; or (iv) the financial institution has doubts about the veracity or adequacy of previously obtained customer identification data. The principle that financial institutions should conduct CDD should be set out in law. Each country may determine how it imposes specific CDD obligations, either through law or enforceable means. The CDD measures to be taken are as follows: (a) Identifying the customer and verifying that customer s identity using reliable, independent source documents, data or information. (b) Identifying the beneficial owner, and taking reasonable measures to verify the identity of the beneficial owner, such that the financial institution is satisfied that it knows who the beneficial owner is. For legal persons",200
FATF_40_Recommendations_0019,FATF_40_Recommendations,"and taking reasonable measures to verify the identity of the beneficial owner, such that the financial institution is satisfied that it knows who the beneficial owner is. For legal persons and arrangements this should include financial institutions understanding the ownership and control structure of the customer. (c) Understanding and, as appropriate, obtaining information on the purpose and intended nature of the business relationship. (d) Conducting ongoing due diligence on the business relationship and scrutiny of transactions undertaken throughout the course of that relationship to ensure that the transactions being conducted are consistent with the institution s knowledge of the customer, their business and risk profile, including, where necessary, the source of funds. THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 2012-2025 15 Financial institutions should be required to apply each of the CDD measures under (a) to (d) above, but should determine the extent of such measures using a risk-based approach (RBA) in accordance with the Interpretive Notes to this Recommendation and to Recommendation 1. Financial institutions should be required to verify the identity of the customer and beneficial owner before or during the course of establishing a business relationship or conducting",200
FATF_40_Recommendations_0020,FATF_40_Recommendations,"to Recommendation 1. Financial institutions should be required to verify the identity of the customer and beneficial owner before or during the course of establishing a business relationship or conducting transactions for occasional customers. Countries may permit financial institutions to complete the verification as soon as reasonably practicable following the establishment of the relationship, where the money laundering and terrorist financing risks are effectively managed and where this is essential not to interrupt the normal conduct of business. Where the financial institution is unable to comply with the applicable requirements under paragraphs (a) to (d) above (subject to appropriate modification of the extent of the measures on a risk-based approach), it should be required not to open the account, commence business relations or perform the transaction; or should be required to terminate the business relationship; and should consider making a suspicious transactions report in relation to the customer. These requirements should apply to all new customers, although financial institutions should also apply this Recommendation to existing customers on the basis of materiality and risk, and should conduct due diligence on such existing relationships at appropriate times. 11. Record-keeping Financial institutions should be required to maintain, for at least five years,",200
FATF_40_Recommendations_0021,FATF_40_Recommendations,"of materiality and risk, and should conduct due diligence on such existing relationships at appropriate times. 11. Record-keeping Financial institutions should be required to maintain, for at least five years, all necessary records on transactions, both domestic and international, to enable them to comply swiftly with information requests from the competent authorities. Such records must be sufficient to permit reconstruction of individual transactions (including the amounts and types of currency involved, if any) so as to provide, if necessary, evidence for prosecution of criminal activity. Financial institutions should be required to keep all records obtained through CDD measures (e.g. copies or records of official identification documents like passports, identity cards, driving licences or similar documents), account files and business correspondence, including the results of any analysis undertaken (e.g. inquiries to establish the background and purpose of complex, unusual large transactions), for at least five years after the business relationship is ended, or after the date of the occasional transaction. Financial institutions should be required by law to maintain records on transactions and information obtained through the CDD measures. The CDD information and the transaction records should be available to domestic competent authorities upon appropriate authority. THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS",200
FATF_40_Recommendations_0022,FATF_40_Recommendations,"transactions and information obtained through the CDD measures. The CDD information and the transaction records should be available to domestic competent authorities upon appropriate authority. THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 16 2012-2025 ADDITIONAL MEASURES FOR SPECIFIC CUSTOMERS AND ACTIVITIES 12. Politically exposed persons * Financial institutions should be required, in relation to foreign politically exposed persons (PEPs) (whether as customer or beneficial owner), in addition to performing normal customer due diligence measures, to: (a) have appropriate risk-management systems to determine whether the customer or the beneficial owner is a politically exposed person; (b) obtain senior management approval for establishing (or continuing, for existing customers) such business relationships; (c) take reasonable measures to establish the source of wealth and source of funds; and (d) conduct enhanced ongoing monitoring of the business relationship. Financial institutions should be required to take reasonable measures to determine whether a customer or beneficial owner is a domestic PEP or a person who is or has been entrusted with a prominent function by an international organisation. In cases of a higher risk business relationship with such persons, financial institutions should be required to apply the measures",200
FATF_40_Recommendations_0023,FATF_40_Recommendations,"been entrusted with a prominent function by an international organisation. In cases of a higher risk business relationship with such persons, financial institutions should be required to apply the measures referred to in paragraphs (b), (c) and (d). The requirements for all types of PEP should also apply to family members or close associates of such PEPs. 13. Correspondent banking * Financial institutions should be required, in relation to cross-border correspondent banking and other similar relationships, in addition to performing normal customer due diligence measures, to: (a) gather sufficient information about a respondent institution to understand fully the nature of the respondent s business and to determine from publicly available information the reputation of the institution and the quality of supervision, including whether it has been subject to a money laundering or terrorist financing investigation or regulatory action; (b) assess the respondent institution s AML/CFT controls; (c) obtain approval from senior management before establishing new correspondent relationships; (d) clearly understand the respective responsibilities of each institution; and (e) with respect to payable-through accounts , be satisfied that the respondent bank has conducted CDD on the customers having direct access to accounts of the correspondent bank, and that it is able",200
FATF_40_Recommendations_0024,FATF_40_Recommendations,"to payable-through accounts , be satisfied that the respondent bank has conducted CDD on the customers having direct access to accounts of the correspondent bank, and that it is able to provide relevant CDD information upon request to the correspondent bank. THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 2012-2025 17 Financial institutions should be prohibited from entering into, or continuing, a correspondent banking relationship with shell banks. Financial institutions should be required to satisfy themselves that respondent institutions do not permit their accounts to be used by shell banks. 14. Money or value transfer services * Countries should take measures to ensure that natural or legal persons that provide money or value transfer services (MVTS) are licensed or registered, and subject to effective systems for monitoring and ensuring compliance with the relevant measures called for in the FATF Recommendations. Countries should take action to identify natural or legal persons that carry out MVTS without a license or registration, and to apply appropriate sanctions. Any natural or legal person working as an agent should also be licensed or registered by a competent authority, or the MVTS provider should maintain a current list",200
FATF_40_Recommendations_0025,FATF_40_Recommendations,"appropriate sanctions. Any natural or legal person working as an agent should also be licensed or registered by a competent authority, or the MVTS provider should maintain a current list of its agents accessible by competent authorities in the countries in which the MVTS provider and its agents operate. Countries should take measures to ensure that MVTS providers that use agents include them in their AML/CFT programmes and monitor them for compliance with these programmes. 15. New technologies Countries and financial institutions should identify and assess the money laundering or terrorist financing risks that may arise in relation to (a) the development of new products and new business practices, including new delivery mechanisms, and (b) the use of new or developing technologies for both new and pre-existing products. In the case of financial institutions, such a risk assessment should take place prior to the launch of the new products, business practices or the use of new or developing technologies. They should take appropriate measures to manage and mitigate those risks. To manage and mitigate the risks emerging from virtual assets, countries should ensure that virtual asset service providers are regulated for AML/CFT purposes, and licensed or registered and subject to",200
FATF_40_Recommendations_0026,FATF_40_Recommendations,"To manage and mitigate the risks emerging from virtual assets, countries should ensure that virtual asset service providers are regulated for AML/CFT purposes, and licensed or registered and subject to effective systems for monitoring and ensuring compliance with the relevant measures called for in the FATF Recommendations. 16. Payment transparency * Countries should ensure that financial institutions include required and accurate originator information, and required beneficiary information, on payments or value transfers and related messages. This information should be structured to the extent possible and should remain with such payment or value transfer or related message throughout the payment chain. Countries should ensure that financial institutions monitor payments or value transfers for the purpose of detecting those which lack required originator and/or beneficiary information and take appropriate measures. Countries should ensure that, in the context of processing payments or value transfers, financial institutions take freezing action and should prohibit conducting transactions with designated persons and entities, as per the obligations set out in the relevant United Nations Security THE FATF RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 18 2012-2025 Council resolutions, such as resolution 1267 (1999) and its successor resolutions, and resolution 1373(2001),",200
FATF_40_Recommendations_0027,FATF_40_Recommendations,"RECOMMENDATIONS INTERNATIONAL STANDARDS ON COMBATING MONEY LAUNDERING AND THE FINANCING OF TERRORISM & PROLIFERATION 18 2012-2025 Council resolutions, such as resolution 1267 (1999) and its successor resolutions, and resolution 1373(2001), relating to the prevention and suppression of terrorism and terrorist financing, and resolutions relating to the prevention, suppression and disruption of proliferation of weapons of mass destruction and its financing. RELIANCE, CONTROLS AND FINANCIAL GROUPS 17. Reliance on third parties * Countries may permit financial institutions to rely on third parties to perform elements (a)-(c) of the CDD measures set out in Recommendation 10 or to introduce business, provided that the criteria set out below are met. Where such reliance is permitted, the ultimate responsibility for CDD measures remains with the financial institution relying on the third party. The criteria that should be met are as follows: (a) A financial institution relying upon a third party should immediately obtain the necessary information concerning elements (a)-(c) of the CDD measures set out in Recommendation 10. (b) Financial institutions should take adequate steps to satisfy themselves that copies of identification data and other relevant documentation relating to the CDD requirements will be made available from the third party upon request without delay.",200
