step,customer,age,gender,zipcodeori,merchant,zipmerchant,category,amount,fraud,amount_zscore,high_spend_flag,daily_tx_count,unusual_velocity,category_concentration,fraud_risk_score
1,C986156699,3,F,28007,M348934600,28007,es_transportation,74.53,0,2.7141,1,1,0,0.858,62.1
1,C813347783,1,F,28007,M348934600,28007,es_transportation,67.85,0,2.333,1,1,0,0.1662,58.3
1,C694574500,6,M,28007,M348934600,28007,es_transportation,63.28,0,2.0722,1,1,0,0.7205,55.7
1,C2075157607,2,F,28007,M348934600,28007,es_transportation,64.26,0,2.1281,1,1,0,0.8471,56.3
1,C790395954,6,F,28007,M348934600,28007,es_transportation,66.49,0,2.2554,1,1,0,0.7729,57.6
1,C1314533733,2,M,28007,M348934600,28007,es_transportation,77.03,0,2.8567,1,1,0,0.7923,63.6
1,C658175205,3,F,28007,M348934600,28007,es_transportation,62.42,0,2.0232,1,1,0,0.7435,55.2
1,C1622415837,2,F,28007,M348934600,28007,es_transportation,71.55,0,2.5441,1,1,0,0.7833,60.4
1,C370861553,2,M,28007,M348934600,28007,es_transportation,62.73,0,2.0408,1,1,0,0.7472,55.4
1,C1490048317,6,F,28007,M1535107174,28007,es_wellnessandbeauty,212.16,1,2.242,1,2,0,0.341,57.4
1,C1143401925,1,F,28007,M1535107174,28007,es_wellnessandbeauty,329.13,1,4.0303,1,1,0,0.1208,75.0
1,C1084001812,2,M,28007,M1823072687,28007,es_transportation,77.01,0,2.8556,1,1,0,0.4033,63.6
1,C1167781928,6,M,28007,M348934600,28007,es_transportation,64.29,0,2.1298,1,1,0,0.7965,56.3
1,C325775693,3,F,28007,M1823072687,28007,es_transportation,62.23,0,2.0123,1,1,0,0.8706,55.1
1,C1304621872,2,F,28007,M348934600,28007,es_transportation,72.83,0,2.6171,1,1,0,0.7661,61.2
1,C436675602,2,M,28007,M480139044,28007,es_health,933.69,1,5.2107,1,2,0,0.1963,75.0
1,C24198147,5,M,28007,M348934600,28007,es_transportation,62.77,0,2.0431,1,1,0,0.7772,55.4
1,C1174735331,3,F,28007,M1649169323,28007,es_sportsandtoys,1041.31,1,3.828,1,2,0,0.1989,73.3
1,C369046885,4,M,28007,M348934600,28007,es_transportation,75.28,0,2.7569,1,1,0,0.7273,62.6
1,C2006367089,6,F,28007,M1823072687,28007,es_transportation,65.44,0,2.1955,1,1,0,0.7035,57.0
1,C284165615,3,F,28007,M348934600,28007,es_transportation,93.01,0,3.7685,1,1,0,0.5876,72.7
1,C822689044,2,M,28007,M348934600,28007,es_transportation,66.19,0,2.2383,1,1,0,0.6763,57.4
1,C439601438,5,F,28007,M348934600,28007,es_transportation,76.55,0,2.8293,1,1,0,0.8442,63.3
1,C775533998,2,F,28007,M348934600,28007,es_transportation,63.78,0,2.1007,1,1,0,0.6877,56.0
1,C1079254393,1,F,28007,M480139044,28007,es_health,905.54,1,5.0269,1,2,0,0.3164,75.0
1,C375144053,6,F,28007,M480139044,28007,es_health,1126.96,1,6.4725,1,3,0,0.1832,75.0
1,C1309027409,3,M,28007,M1823072687,28007,es_transportation,70.72,0,2.4967,1,1,0,0.8373,60.0
1,C560376591,2,F,28007,M348934600,28007,es_transportation,68.5,0,2.3701,1,1,0,0.7138,58.7
1,C1901064095,2,F,28007,M348934600,28007,es_transportation,81.99,0,3.1397,1,1,0,0.7637,66.4
1,C1320066686,2,F,28007,M348934600,28007,es_transportation,64.97,0,2.1686,1,1,0,0.6092,56.7
1,C85676975,4,M,28007,M1823072687,28007,es_transportation,71.4,0,2.5355,1,1,0,0.8132,60.4
1,C1060270098,3,M,28007,M348934600,28007,es_transportation,65.84,0,2.2183,1,1,0,0.5825,57.2
1,C1740393527,2,F,28007,M1823072687,28007,es_transportation,62.98,0,2.0551,1,1,0,0.7539,55.6
1,C524644424,4,M,28007,M348934600,28007,es_transportation,78.99,0,2.9686,1,1,0,0.7555,64.7
1,C868933598,1,M,28007,M1823072687,28007,es_transportation,69.33,0,2.4174,1,1,0,0.6404,59.2
1,C188084843,2,M,28007,M348934600,28007,es_transportation,69.24,0,2.4123,1,1,0,0.7871,59.1
1,C1965708710,1,M,28007,M1823072687,28007,es_transportation,62.29,0,2.0157,1,1,0,0.6934,55.2
1,C856318696,2,F,28007,M348934600,28007,es_transportation,69.85,0,2.4471,1,1,0,0.7858,59.5
1,C1102156492,4,M,28007,M1823072687,28007,es_transportation,70.77,0,2.4996,1,1,0,0.652,60.0
1,C1602614455,5,M,28007,M348934600,28007,es_transportation,67.1,0,2.2902,1,1,0,0.8646,57.9
1,C381250974,2,F,28007,M348934600,28007,es_transportation,68.58,0,2.3746,1,1,0,0.7082,58.7
1,C297351696,1,M,28007,M348934600,28007,es_transportation,65.43,0,2.1949,1,1,0,0.8411,56.9
1,C1980881901,4,M,28007,M348934600,28007,es_transportation,63.05,0,2.0591,1,1,0,0.4195,55.6
1,C352968107,2,M,28007,M348934600,28007,es_transportation,65.83,0,2.2177,1,1,0,0.7994,57.2
1,C555482626,3,F,28007,M348934600,28007,es_transportation,63.36,0,2.0768,1,1,0,0.3674,55.8
1,C564451627,3,F,28007,M348934600,28007,es_transportation,68.86,0,2.3906,1,1,0,0.7065,58.9
1,C1896850232,2,F,28007,M348934600,28007,es_transportation,90.32,0,3.615,1,1,0,0.4482,71.2
1,C1711699171,2,M,28007,M348934600,28007,es_transportation,73.13,0,2.6342,1,1,0,0.7602,61.3
1,C800379810,2,F,28007,M348934600,28007,es_transportation,64.25,0,2.1276,1,1,0,0.9025,56.3
1,C1354768768,1,F,28007,M495352832,28007,es_travel,6888.3,1,2.6373,1,1,0,0.7384,61.4
1,C1127983201,6,F,28007,M348934600,28007,es_transportation,65.44,0,2.1955,1,1,0,0.8273,57.0
1,C1535613790,3,M,28007,M1823072687,28007,es_transportation,87.23,0,3.4387,1,1,0,0.5881,69.4
1,C267009229,3,F,28007,M348934600,28007,es_transportation,62.29,0,2.0157,1,1,0,0.6298,55.2
1,C779868884,1,M,28007,M348934600,28007,es_transportation,76.96,0,2.8527,1,1,0,0.7024,63.5
1,C1464489812,4,M,28007,M480139044,28007,es_health,809.46,1,4.3996,1,2,0,0.3,75.0
1,C1338125837,3,F,28007,M480139044,28007,es_health,896.93,1,4.9707,1,3,0,0.4743,75.0
1,C1275518867,5,F,28007,M857378720,28007,es_hotelservices,661.53,1,2.0217,1,4,0,0.0547,55.2
1,C277720476,4,M,28007,M1823072687,28007,es_transportation,67.1,0,2.2902,1,1,0,0.8173,57.9
1,C2054744914,4,F,28007,M1823072687,28007,es_transportation,74.02,0,2.685,1,1,0,0.5513,61.8
1,C1177396126,2,M,28007,M348934600,28007,es_transportation,62.78,0,2.0437,1,1,0,0.6825,55.4
1,C1338125837,3,F,28007,M480139044,28007,es_health,801.49,1,4.3475,1,3,0,0.4743,75.0
1,C1632932485,1,M,28007,M348934600,28007,es_transportation,70.36,0,2.4762,1,1,0,0.6638,59.8
1,C1568358546,2,F,28007,M348934600,28007,es_transportation,78.48,0,2.9395,1,1,0,0.8622,64.4
1,C351252839,3,F,28007,M1823072687,28007,es_transportation,74.6,0,2.7181,1,1,0,0.8262,62.2
1,C1928005021,1,F,28007,M348934600,28007,es_transportation,87.54,0,3.4564,1,1,0,0.6881,69.6
1,C1273885837,5,F,28007,M1823072687,28007,es_transportation,78.46,0,2.9383,1,1,0,0.8332,64.4
1,C1962137244,6,M,28007,M1823072687,28007,es_transportation,79.15,0,2.9777,1,1,0,0.7449,64.8
1,C1226947303,2,F,28007,M348934600,28007,es_transportation,79.59,0,3.0028,1,1,0,0.747,65.0
1,C1611113200,6,M,28007,M348934600,28007,es_transportation,65.48,0,2.1977,1,1,0,0.6817,57.0
1,C1584366693,5,F,28007,M348934600,28007,es_transportation,62.02,0,2.0003,1,1,0,0.7206,55.0
1,C990997956,2,F,28007,M348934600,28007,es_transportation,83.52,0,3.227,1,1,0,0.6689,67.3
1,C1514973352,2,F,28007,M348934600,28007,es_transportation,62.51,0,2.0283,1,1,0,0.7551,55.3
1,C1181615831,3,M,28007,M17379832,28007,es_sportsandtoys,836.04,1,2.8762,1,1,0,0.1834,63.8
1,C2005070127,2,F,28007,M2122776122,28007,es_home,646.92,1,2.4979,1,1,0,0.2589,60.0
1,C2144163136,1,F,28007,M348934600,28007,es_transportation,74.67,0,2.7221,1,1,0,0.8203,62.2
1,C335592096,4,M,28007,M348934600,28007,es_transportation,94.54,0,3.8558,1,1,0,0.6272,73.6
1,C404247926,5,F,28007,M348934600,28007,es_transportation,85.47,0,3.3383,1,1,0,0.896,68.4
1,C1801015376,2,M,28007,M348934600,28007,es_transportation,99.96,0,4.165,1,1,0,0.8699,75.0
1,C1974668487,2,M,28007,M348934600,28007,es_transportation,67.62,0,2.3198,1,1,0,0.8022,58.2
1,C381446674,5,F,28007,M348934600,28007,es_transportation,69.64,0,2.4351,1,1,0,0.6932,59.4
1,C1504341710,2,F,28007,M348934600,28007,es_transportation,71.08,0,2.5173,1,1,0,0.6642,60.2
1,C2118328869,2,F,28007,M348934600,28007,es_transportation,69.46,0,2.4248,1,1,0,0.2305,59.2
1,C1335108214,3,M,28007,M348934600,28007,es_transportation,63.12,0,2.0631,1,1,0,0.8763,55.6
1,C701909142,3,F,28007,M348934600,28007,es_transportation,71.67,0,2.5509,1,1,0,0.8226,60.5
1,C913863966,6,M,28007,M348934600,28007,es_transportation,63.2,0,2.0677,1,1,0,0.8189,55.7
1,C1769359992,3,F,28007,M348934600,28007,es_transportation,68.24,0,2.3552,1,1,0,0.8108,58.6
1,C1431362064,1,F,28007,M1823072687,28007,es_transportation,72.09,0,2.5749,1,1,0,0.7539,60.7
1,C1640022626,6,M,28007,M1823072687,28007,es_transportation,66.22,0,2.24,1,1,0,0.8208,57.4
1,C188991095,4,F,28007,M348934600,28007,es_transportation,62.32,0,2.0174,1,1,0,0.7316,55.2
1,C927696302,3,F,28007,M348934600,28007,es_transportation,64.02,0,2.1144,1,1,0,0.803,56.1
2,C23582994,2,F,28007,M348934600,28007,es_transportation,88.07,0,3.4866,1,1,0,0.8221,69.9
2,C1463833315,1,M,28007,M1823072687,28007,es_transportation,66.99,0,2.2839,1,1,0,0.7849,57.8
2,C761166755,3,F,28007,M348934600,28007,es_transportation,67.67,0,2.3227,1,1,0,0.7286,58.2
2,C732771224,4,F,28007,M2122776122,28007,es_home,788.67,1,3.2336,1,1,0,0.1153,67.3
2,C422403315,0,F,28007,M2122776122,28007,es_home,1167.18,1,5.1982,1,1,0,0.13,75.0
2,C1700873233,3,F,28007,M348934600,28007,es_transportation,64.94,0,2.1669,1,1,0,0.843,56.7
2,C932908444,1,F,28007,M348934600,28007,es_transportation,69.14,0,2.4066,1,1,0,0.0281,59.1
2,C1953142190,2,M,28007,M348934600,28007,es_transportation,63.33,0,2.0751,1,1,0,0.7041,55.8
2,C1102464953,4,F,28007,M348934600,28007,es_transportation,67.18,0,2.2947,1,1,0,0.7705,57.9
2,C274026379,0,F,28007,M348934600,28007,es_transportation,68.08,0,2.3461,1,1,0,0.8609,58.5
2,C83086349,6,M,28007,M1823072687,28007,es_transportation,73.39,0,2.6491,1,1,0,0.7422,61.5
2,C286547187,2,M,28007,M348934600,28007,es_transportation,62.69,0,2.0386,1,1,0,0.8632,55.4
2,C318818410,2,M,28007,M348934600,28007,es_transportation,65.27,0,2.1858,1,1,0,0.6725,56.9
2,C1354917220,2,M,28007,M348934600,28007,es_transportation,62.63,0,2.0351,1,1,0,0.837,55.4
2,C734817849,2,M,28007,M348934600,28007,es_transportation,106.13,0,4.5171,1,1,0,0.8309,75.0
2,C707234445,2,M,28007,M348934600,28007,es_transportation,65.23,0,2.1835,1,1,0,0.7294,56.8
2,C69477057,3,M,28007,M348934600,28007,es_transportation,68.53,0,2.3718,1,1,0,0.893,58.7
2,C99017559,3,M,28007,M1823072687,28007,es_transportation,65.57,0,2.2029,1,1,0,0.7745,57.0
2,C441989517,3,F,28007,M348934600,28007,es_transportation,65.79,0,2.2154,1,1,0,0.6718,57.2
2,C923875417,5,F,28007,M348934600,28007,es_transportation,67.19,0,2.2953,1,1,0,0.8307,58.0
2,C179390259,4,F,28007,M480139044,28007,es_health,663.53,1,3.4468,1,1,0,0.2648,69.5
2,C1632035340,6,M,28007,M348934600,28007,es_transportation,65.18,0,2.1806,1,1,0,0.5711,56.8
2,C1027777422,2,M,28007,M348934600,28007,es_transportation,66.57,0,2.2599,1,1,0,0.7395,57.6
2,C331622323,4,F,28007,M85975013,28007,es_food,88.87,0,2.072,1,1,0,0.0629,55.7
2,C471003383,3,F,28007,M348934600,28007,es_transportation,67.14,0,2.2925,1,1,0,0.8014,57.9
2,C1962407385,2,M,28007,M348934600,28007,es_transportation,65.39,0,2.1926,1,1,0,0.7391,56.9
2,C1205257074,1,F,28007,M1198415165,28007,es_wellnessandbeauty,486.35,1,6.434,1,1,0,0.094,75.0
2,C1275518867,5,F,28007,M980657600,28007,es_sportsandtoys,1022.06,1,3.7387,1,5,0,0.3054,72.4
2,C1621267054,2,F,28007,M348934600,28007,es_transportation,79.66,0,3.0068,1,1,0,0.7728,65.1
2,C1439299369,3,M,28007,M348934600,28007,es_transportation,62.32,0,2.0174,1,1,0,0.7494,55.2
2,C1088464518,2,F,28007,M348934600,28007,es_transportation,62.21,0,2.0112,1,1,0,0.8119,55.1
2,C1556425826,3,M,28007,M348934600,28007,es_transportation,68.42,0,2.3655,1,1,0,0.7946,58.7
2,C1151051721,3,M,28007,M348934600,28007,es_transportation,71.16,0,2.5218,1,1,0,0.8371,60.2
2,C1840158336,2,F,28007,M348934600,28007,es_transportation,68.16,0,2.3507,1,1,0,0.7634,58.5
2,C1425719203,1,F,28007,M348934600,28007,es_transportation,68.37,0,2.3626,1,1,0,0.714,58.6
2,C1342037956,5,F,28007,M348934600,28007,es_transportation,88.63,0,3.5186,1,1,0,0.7343,70.2
2,C423891632,5,M,28007,M348934600,28007,es_transportation,83.64,0,3.2339,1,1,0,0.7552,67.3
2,C1942983218,4,F,28007,M348934600,28007,es_transportation,81.07,0,3.0872,1,1,0,0.7679,65.9
2,C1210957250,3,F,28007,M348934600,28007,es_transportation,62.66,0,2.0368,1,1,0,0.6886,55.4
2,C722887134,2,M,28007,M348934600,28007,es_transportation,74.61,0,2.7187,1,1,0,0.7576,62.2
2,C333484923,4,M,28007,M348934600,28007,es_transportation,62.63,0,2.0351,1,1,0,0.7619,55.4
2,C207380283,3,F,28007,M1823072687,28007,es_transportation,64.77,0,2.1572,1,1,0,0.6441,56.6
2,C285984841,3,M,28007,M348934600,28007,es_transportation,62.11,0,2.0055,1,1,0,0.6742,55.1
2,C521436442,3,F,28007,M348934600,28007,es_transportation,62.56,0,2.0311,1,1,0,0.8001,55.3
2,C207575907,6,M,28007,M1823072687,28007,es_transportation,66.48,0,2.2548,1,1,0,0.4912,57.5
2,C755000520,2,F,28007,M348934600,28007,es_transportation,65.13,0,2.1778,1,1,0,0.6922,56.8
2,C656851338,2,F,28007,M1748431652,28007,es_wellnessandbeauty,243.05,1,2.7143,1,2,0,0.0687,62.1
2,C1079254393,1,F,28007,M1748431652,28007,es_wellnessandbeauty,415.19,1,5.346,1,2,0,0.058,75.0
2,C1376050027,2,F,28007,M348934600,28007,es_transportation,80.85,0,3.0747,1,1,0,0.7593,65.7
2,C766494418,2,M,28007,M348934600,28007,es_transportation,69.59,0,2.4322,1,1,0,0.6277,59.3
2,C1740393527,2,F,28007,M1823072687,28007,es_transportation,64.73,0,2.155,1,1,0,0.7539,56.6
2,C787259637,1,F,28007,M348934600,28007,es_transportation,71.91,0,2.5646,1,1,0,0.7052,60.6
2,C576436654,6,F,28007,M151143676,28007,es_barsandrestaurants,195.81,1,3.967,1,3,0,0.0762,74.7
2,C260840933,2,M,28007,M348934600,28007,es_transportation,81.01,0,3.0838,1,1,0,0.8594,65.8
2,C1169771418,3,M,28007,M348934600,28007,es_transportation,74.66,0,2.7215,1,1,0,0.6918,62.2
2,C1457388461,2,F,28007,M348934600,28007,es_transportation,106.16,0,4.5188,1,1,0,0.6654,75.0
2,C839839520,2,F,28007,M348934600,28007,es_transportation,66.42,0,2.2514,1,1,0,0.8836,57.5
2,C1307336396,2,F,28007,M1888755466,28007,es_otherservices,572.01,1,2.7494,1,1,0,0.0807,62.5
2,C1163388474,2,F,28007,M348934600,28007,es_transportation,75.75,0,2.7837,1,1,0,0.0149,62.8
2,C1607867760,4,F,28007,M1823072687,28007,es_transportation,69.49,0,2.4265,1,1,0,0.8103,59.3
2,C1159406873,3,F,28007,M348934600,28007,es_transportation,73.59,0,2.6605,1,1,0,0.6619,61.6
2,C231044523,1,M,28007,M1823072687,28007,es_transportation,80.13,0,3.0336,1,1,0,0.8645,65.3
2,C1855693993,4,F,28007,M348934600,28007,es_transportation,68.39,0,2.3638,1,1,0,0.8392,58.6
2,C132392875,4,M,28007,M348934600,28007,es_transportation,65.15,0,2.1789,1,1,0,0.8132,56.8
2,C1075692577,3,M,28007,M1823072687,28007,es_transportation,64.14,0,2.1213,1,1,0,0.7773,56.2
2,C232369406,5,F,28007,M348934600,28007,es_transportation,65.58,0,2.2034,1,1,0,0.7364,57.0
2,C1091966081,3,F,28007,M348934600,28007,es_transportation,64.82,0,2.1601,1,1,0,0.7544,56.6
